user,rule_score,ml_score,hybrid_score,risk_level,component_scores_dict
QOS0878,30.0,48.82529936471969,37.53011974588787,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
RHL0992,36.43329043329044,39.1150405682992,37.50599048729394,MEDIUM,"{'after_hours': 2.4603174603174605, 'weekend': 0.0, 'file_anomaly': 3.9729729729729746, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
CQW0652,34.77856659905341,41.36820285707439,37.414421102261805,MEDIUM,"{'after_hours': 4.117647058823529, 'weekend': 0.0, 'file_anomaly': 0.6609195402298851, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
JNJ0556,30.0,48.523680695273555,37.40947227810942,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
NAF0326,30.0,48.51382994942405,37.40553197976962,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
ZKS0899,30.0,48.442805030315974,37.37712201212639,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
FUM0015,34.11764705882353,42.04158742779973,37.28722320641401,MEDIUM,"{'after_hours': 4.117647058823529, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
MDM0625,30.0,48.202650450493024,37.281060180197215,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
HAD0246,30.0,48.10527478091703,37.242109912366814,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
KMB0922,32.869875222816404,43.74090838325325,37.21828848699114,MEDIUM,"{'after_hours': 2.8698752228163995, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
HRB0351,30.0,47.9968121040094,37.19872484160376,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
CAS0507,30.0,47.70898646192512,37.083594584770054,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
NGC0058,32.48623864179818,43.96226728125647,37.07665009758149,MEDIUM,"{'after_hours': 1.5112386417981827, 'weekend': 0.0, 'file_anomaly': 0.9750000000000014, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
VIA0063,30.0,47.6885262703817,37.075410508152686,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
DFH0188,29.98485710366827,47.645221745907584,37.049002960563996,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 14.984857103668269}"
BRM0995,32.58186033033903,43.621231817204546,36.99760892508524,MEDIUM,"{'after_hours': 2.581860330339032, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
HCM0267,30.0,47.306920699809204,36.92276827992369,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
TDS0984,30.0,47.260396018156506,36.9041584072626,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
KCO0122,32.937123169681314,42.84784016298787,36.901409967003936,MEDIUM,"{'after_hours': 2.9371231696813096, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
ESJ0670,30.0,47.05693916735806,36.82277566694323,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
JDB0169,30.0,47.03387119855207,36.81354847942083,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
HRL0540,32.60935143288084,43.0137973716903,36.77112980840462,MEDIUM,"{'after_hours': 2.6093514328808447, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
ATP0662,31.30640207890385,44.57973387967351,36.615734799211715,MEDIUM,"{'after_hours': 1.306402078903851, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
BVC0790,32.66666666666667,42.499817700807974,36.59992708032319,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 2.6666666666666683, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
OCS0865,32.2737686139748,43.079011596809345,36.59586580710862,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 2.2737686139748003, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
IBS0836,32.59679331855442,42.580368560898705,36.59022341549213,MEDIUM,"{'after_hours': 2.5967933185544156, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
IKP0472,31.84729064039409,43.45538771592593,36.49052947060682,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 1.847290640394088, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
SBN0866,30.0,46.1414023213003,36.45656092852012,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
RUM0880,30.0,45.779793696199,36.3119174784796,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
LBF0214,30.0,45.75856887897343,36.30342755158937,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
MLM0950,30.0,45.74623382308057,36.29849352923223,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
CGB0637,32.49323160226434,41.674189006366504,36.1656145639052,MEDIUM,"{'after_hours': 2.4932316022643364, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
HCL0651,34.081816475405795,39.16686561366283,36.11583613070861,MEDIUM,"{'after_hours': 2.345993515516443, 'weekend': 0.0, 'file_anomaly': 1.7358229598893504, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
PMV0850,32.57568765667827,41.28298637226535,36.058607142913104,MEDIUM,"{'after_hours': 2.4736468403517393, 'weekend': 0.0, 'file_anomaly': 0.10204081632652962, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
BTR0403,34.003001697848035,39.125055064494134,36.05182304450648,MEDIUM,"{'after_hours': 1.1183863132326537, 'weekend': 0.0, 'file_anomaly': 2.8846153846153832, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
CHM0821,31.314504979905735,42.9732575160493,35.97800599436316,MEDIUM,"{'after_hours': 2.4844630726983667, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 13.830041907207368}"
AJN0607,32.048780487804876,41.680926626943105,35.90163894346017,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 2.0487804878048776, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
AHD0848,32.23448415510782,41.31795999733306,35.86787449199792,MEDIUM,"{'after_hours': 2.2344841551078263, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
MCD0125,32.05630970336853,41.33037761699453,35.765936868818926,MEDIUM,"{'after_hours': 2.056309703368527, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
KBP0008,30.0,44.37176454654402,35.74870581861761,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
LCC0819,34.11764705882353,38.1817593217391,35.743291963989755,MEDIUM,"{'after_hours': 4.117647058823529, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
HDD0806,32.31339594661394,40.81057942885261,35.712269339509405,MEDIUM,"{'after_hours': 2.31339594661394, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
JHP0583,30.0,43.86011306399109,35.544045225596435,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
FKK0055,30.0,43.83221758222634,35.53288703289054,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
GKO0078,30.0,43.69561973329036,35.478247893316144,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
KKW0879,30.0,43.61805223102839,35.44722089241136,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
BTW0005,30.0,43.49500601193086,35.39800240477234,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
RHO0732,31.56140350877193,41.115668897153846,35.383109664124696,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 1.5614035087719302, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
PNH0761,30.0,43.29869440368199,35.3194777614728,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
JMD0520,30.0,42.93332165257476,35.173328661029906,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
BDI0533,30.0,42.87657511441913,35.150630045767656,MEDIUM,"{'after_hours': 0.0, 'weekend': 0.0, 'file_anomaly': 0.0, 'usb': 0.0, 'email': 15, 'web': 0.0, 'deviation': 15}"
